r	C(r)
0	0.2268651586220654
1	-0.12103342331112384
2	0.038525605144022104
3	-0.02281539745776981
4	0.02858459996893488
5	-0.04029896237199666
6	0.04000160598998183
7	-0.033777863034656117
8	0.028235112052652098
9	-0.02828111150421303
10	0.030941169872374455
11	-0.032645789012143045
12	0.03132175481299933
13	-0.029097596910980794
14	0.028109361270436575
15	-0.02891217326755012
16	0.029937631028579145
17	-0.030016727934112017
18	0.029092509420955218
19	-0.02829582188354149
20	0.028293982023447087
21	-0.02885544774635608
22	0.029158125539233123
23	-0.028907910352225022
24	0.02840133655354117
25	-0.028187783739753433
26	0.028375097475394198
27	-0.028659194191963402
28	0.028668611953124548
29	-0.028427212222931944
30	0.028200990382554234
31	-0.028207021826604298
32	0.028366937621152208
33	-0.028468770043907493
34	0.028388017109031008
35	-0.028231623059049846
36	0.02816118809418218
37	-0.028225682455057424
38	0.028316961033205176
39	-0.02832516751184684
40	0.02824147828341654
41	-0.0281637000554021
42	0.028164354593720395
43	-0.028223469436872706
44	0.0282587853822754
45	-0.02823170188420357
46	0.02817368946615019
47	-0.02814753825793477
48	0.028170726873234644
49	-0.02820689241071564
50	0.02820952595295141
51	-0.028178173550733307
52	0.028147619623086886
53	-0.028147875318478052
54	0.028170585771381665
55	-0.028185701174019764
56	0.02817470802844403
57	-0.028151570041952872
58	0.028140680185943304
59	-0.02815025162198591
60	0.02816477837191199
61	-0.028166525206286944
62	0.028153462174437496
63	-0.02814068412404816
64	0.02814055881575682
65	-0.028150325402333892
66	0.02815659764761945
67	-0.02815226386650621
68	0.02814233187796482
69	-0.0281375736991525
70	0.028141538679120573
71	-0.02814803692879371
72	0.028148757842023628
73	-0.028143195457039014
74	0.028137547451611275
75	-0.028137440116141874
76	0.028141654211417497
77	-0.02814460467277606
78	0.02814267360450752
79	-0.028138273112410003
80	0.028136093115160646
81	-0.028137864909861712
82	0.028140742891875528
83	-0.028141185708988964
84	0.028138666956572203
85	-0.0281360848973648
86	0.028135992283636793
87	-0.028137940081198215
88	0.02813927372387738
89	-0.028138452397694982
90	0.02813642287779973
91	-0.028135392180034483
92	0.02813618057573082
93	-0.02813755026761354
94	0.028137753169110366
95	-0.028136607054326024
96	0.02813539302045283
97	-0.02813533311990213
98	0.028136227828961177
99	-0.028136887688268886
100	0.028136502728135712
101	-0.028135550087288005
102	0.028135052602007812
103	-0.02813542069708698
104	0.028136061781529234
105	-0.02813618251963472
106	0.028135638174749608
107	-0.028135054112851124
108	0.02813501626866617
109	-0.028135447609506037
110	0.028135761219314978
111	-0.028135590431951393
112	0.028135131862951315
113	-0.028134885543995028
114	0.028135056498543323
115	-0.02813537324199604
116	0.028135431714175554
117	-0.028135173812381092
118	0.028134888573162195
119	-0.02813486555453422
120	0.02813507157942187
121	-0.02813523164467434
122	0.02813514906550714
123	-0.028134925854565743
124	0.02813480302935366
125	-0.028134885004610782
126	0.028135038602833853
127	-0.02813507284339388
128	0.028134946531266705
129	-0.028134804722081325
130	0.028134791274371365
131	-0.028134893341554973
132	0.028134971949808366
133	-0.028134934397605907
134	0.028134823876868012
135	-0.028134761216505974
136	0.028134800366712412
137	-0.028134878156032897
138	0.028134895305898452
139	-0.028134833835035497
140	0.02813476279340417
141	-0.02813475481341067
142	0.028134804874091326
143	-0.02813484583256294
144	0.028134827303975415
145	-0.028134772160501587
146	0.028134740221382112
147	-0.02813475931070973
148	0.028134797967975175
149	-0.028134807917722618
