r	C(r)
582	0.0004036912963711753
583	-0.00041670254084159863
584	8.22326771341142e-05
585	0.0003134355459884913
586	-0.0004335768840562637
587	0.0001764352012450926
588	0.0002374358154635936
589	-0.0004554680171577896
590	0.00029225819770548056
591	0.00011164414980779913
592	-0.0004119151078103289
593	0.0003528636164031179
594	1.3706952201167355e-05
595	-0.00037501264879249985
596	0.0004230440749030673
597	-0.00011824224933626448
598	-0.0002790918412909349
599	0.0004299925222160106
600	-0.00020710829236109118
601	-0.00019891372033495336
602	0.00044139602016662893
603	-0.0003147085706231012
604	-7.246349948493436e-05
605	0.00038928233461127393
606	-0.0003665413486196034
607	2.435248717963523e-05
608	0.0003445446827934351
609	-0.00042626052689509475
610	0.00015176008362322024
611	0.0002437725250919731
612	-0.00042349232158894745
613	0.00023472002501843947
614	0.00016030661453433903
615	-0.00042487639722901815
616	0.00033375900355980814
617	3.4035656749142884e-05
618	-0.00036479245710954733
619	0.000376661987030541
620	-6.085570348773883e-05
621	-0.00031299303471096773
622	0.0004260184305424075
623	-0.00018308349859826045
624	-0.00020817451547078258
625	0.00041381796304350293
626	-0.00025962329591375233
627	-0.00012229694471756203
628	0.00040569100625646726
629	-0.0003498301331245207
630	2.995123375260089e-06
631	0.0003382762538793882
632	-0.00038370208148251483
633	9.520903403549552e-05
634	0.00028019930058215126
635	-0.00042286119830833857
636	0.00021167737702663947
637	0.00017215130510832288
638	-0.00040155374202624494
639	0.0002813576621047975
640	8.471817155984718e-05
641	-0.00038447109651046363
642	0.0003625261203777652
643	-3.8821557539731044e-05
644	-0.000310379488480228
645	0.0003873463257662024
646	-0.00012764963007559638
647	-0.0002468227247470617
648	0.0004165284412206427
649	-0.0002378342613459511
650	-0.00013634586383631797
651	0.00038650608590135027
652	-0.00030027184561971787
653	-4.818865554775953e-05
654	0.0003610552061344141
655	-0.0003722639496392677
656	7.286876375711682e-05
657	0.00028097800580517696
658	-0.0003880640777706168
659	0.00015765987536948967
660	0.00021274133050877553
661	-0.00040755118091942433
662	0.000261096618760559
663	0.00010063608672739033
664	-0.0003692401813128604
665	0.0003159842891619219
666	1.2559198077674583e-05
667	-0.00033604611609416857
668	0.0003787239392053776
669	-0.00010532157969063427
670	-0.00025068100556158157
671	0.0003856116311002633
672	-0.00018547276419683678
673	-0.000178566917366757
674	0.00039573422511796075
675	-0.0002817574376111909
676	-6.561020258405437e-05
677	0.00034961829316312865
678	-0.00032884363424795504
679	2.16159623356027e-05
680	0.0003093296816298746
681	-0.00038232171932831016
682	0.00013567375592515862
683	0.00021939980492226285
684	-0.00038045240613907017
685	0.00021064458468747493
686	0.00014420446682505972
687	-0.0003815960307965577
688	0.0002994335422638328
689	3.116169553456227e-05
690	-0.00032818565460884797
691	0.000338542330384356
692	-5.447680526371457e-05
693	-0.00028147866938524335
694	0.00038280779203236914
695	-0.00016410897861179885
696	-0.00018770538742057807
697	0.0003724068831622296
698	-0.00023340981443373265
699	-0.00011021687443729666
700	0.0003649983943685986
701	-0.00031442222128583164
702	2.176909055587317e-06
703	0.0003048513381577467
704	-0.00034543159543493074
705	8.553315860343469e-05
706	0.00025241695949994314
707	-0.00038059736604702243
708	0.00019018860429667606
709	0.00015553528722822563
710	-0.0003619324920336453
711	0.0002533960659297785
712	7.652718493261768e-05
713	-0.00034644593172540594
714	0.0003264108937151844
715	-3.450452525385894e-05
716	-0.0002801388435568902
717	0.0003492724664063418
718	-0.00011492286747555314
719	-0.00022268510948372788
720	0.0003755046402485196
721	-0.00021410069453350888
722	-0.00012342019766431456
723	0.00034890611207819
724	-0.0002708436130278574
725	-4.3647802888874265e-05
726	0.00032584898808021845
727	-0.0003357036488590981
728	6.53452004092947e-05
729	0.00025399503072806584
730	-0.0003504200333571128
731	0.00014221945283796056
732	0.00019223595835904383
733	-0.0003679440948527596
734	0.00023547271553724103
735	9.131511612572862e-05
736	-0.0003337780035105459
737	0.000285448245215314
738	1.1511671035996374e-05
739	-0.0003036961755880224
740	0.0003420541305998309
741	-9.479727335170995e-05
742	-0.00022691920077325123
743	0.0003486979469004142
744	-0.00016756457407204883
745	-0.0001615752707015694
746	0.0003577866666901741
747	-0.00025450137464189115
748	-5.9708213491271867e-05
749	0.00031647337099988126
750	-0.0002974590162700963
751	1.942076704677942e-05
752	0.0002799378432970512
753	-0.0003457744256325501
754	0.00012244192123725406
755	0.0001988871416768595
756	-0.00034446521114653295
757	0.00019059457757401865
758	0.0001306761670776535
759	-0.00034544471398642584
760	0.0002708781525385673
761	2.8563856426855327e-05
762	-0.00029743319752195685
763	0.00030663610423051213
764	-4.921396585308435e-05
765	-0.000255043775380312
766	0.00034667940673346886
767	-0.0001483828638683682
768	-0.0001703710504519229
769	0.00033760159700205183
770	-0.00021145968197991416
771	-0.00010000689147079966
772	0.0003308385629960803
773	-0.00028481139616029494
774	1.674460270439937e-06
775	0.00027662277407397573
776	-0.0003132390307535732
777	7.746058637755904e-05
778	0.00022899582219920722
779	-0.0003450891356684138
780	0.00017225847760929391
781	0.00014136710523929286
782	-0.00032846894586913145
783	0.00022985756934525148
784	6.955271734299107e-05
785	-0.00031437614563875615
786	0.00029605382807423863
787	-3.104028983123841e-05
788	-0.00025447097971111055
789	0.00031708790974441237
790	-0.00010422878770191546
791	-0.000202241681249965
792	0.0003408741196451459
793	-0.00019418266962778485
794	-0.00011231728873123403
795	0.0003169962122747949
796	-0.00024595052500177295
797	-3.9741722105926525e-05
798	0.00029601955364623456
799	-0.0003048271689198023
800	5.913668175558384e-05
801	0.00023097493055274088
802	-0.0003184531910924576
803	0.00012916498081777528
804	0.0001747864025729018
805	-0.00033436127097771773
806	0.0002138504652748896
807	8.323011326091811e-05
808	-0.0003035460390794914
809	0.00025949537386540933
810	1.0563901421178912e-05
811	-0.00027616926996812396
812	0.0003109419016345677
813	-8.60014690712424e-05
814	-0.00020654807128148156
815	0.0003172098295415593
816	-0.0001523462586081048
817	-0.00014705212714588578
818	0.0003254706053702622
819	-0.00023138956971317792
820	-5.451425260957765e-05
821	0.00028808929299428687
822	-0.0002706687392317053
823	1.759519712087043e-05
824	0.000254821389636839
825	-0.00031463364771389113
826	0.0001112856544800006
827	0.0001812112157704715
828	-0.00031363853598331826
829	0.0001734727970636174
830	0.00011905916446838805
831	-0.0003145338030118294
832	0.000246550398616735
833	2.6183131277612848e-05
834	-0.0002709866017733126
835	0.00027928365694732116
836	-4.474745679200476e-05
837	-0.00023236540840190778
838	0.00031576647138281677
839	-0.00013503668294924387
840	-0.0001553587550872093
841	0.0003076634296593078
842	-0.00019263471469599391
843	-9.120063100490072e-05
844	0.0003015138300377085
845	-0.00025947685905439166
846	1.3907646037453203e-06
847	0.0002522432709513439
848	-0.00028553215947219046
849	7.055176811246455e-05
850	0.00020882367585546568
851	-0.00031458930124314555
852	0.00015695432151316413
853	0.0001290273675490783
854	-0.0002995738155663896
855	0.00020958524507502796
856	6.3504671634379e-05
857	-0.00028674425938736425
858	0.0002699727429963522
859	-2.8195750035778233e-05
860	-0.000232214506863615
861	0.00028927982805650176
862	-9.502755637466609e-05
863	-0.00018457085291184727
864	0.0003110149555118763
865	-0.0001770998627923931
866	-0.00010258869081727906
867	0.0002893368135488683
868	-0.00022443046049105964
869	-3.633210875256254e-05
870	0.0002702241417791851
871	-0.00027819938048395665
872	5.389801412436501e-05
873	0.00021093252749088132
874	-0.0002907340443411427
875	0.00011787946359204104
876	0.00015964796649292623
877	-0.00030530407075954336
878	0.00019522195000855336
879	7.60878848786728e-05
880	-0.00027724780694771134
881	0.00023697517026718962
882	9.712156707863961e-06
883	-0.0002522854563843102
884	0.00028401116321125075
885	-7.849337763760067e-05
886	-0.00018874331882190454
887	0.00028980857901847457
888	-0.00013913910084374648
889	-0.0001344108883457873
890	0.0002974128256534453
891	-0.00021139882615769934
892	-4.987024909680615e-05
893	0.00026331038443849764
894	-0.0002473431719879349
895	1.602955246705895e-05
896	0.00023295630683303759
897	-0.00028758693949161585
898	0.00010168865479942557
899	0.0001656985889599144
900	-0.00028672507022112215
901	0.0001585574747986901
902	0.0001089120739834748
903	-0.00028761110028946435
904	0.0002254273591680428
905	2.398263859104688e-05
906	-0.00024782281107191273
907	0.0002553885811370088
908	-4.0868719138276166e-05
909	-0.0002125631703960018
910	0.0002888281910695678
911	-0.0001234919637338877
912	-0.00014213110875101187
913	0.0002814405076531634
914	-0.00017618195537572046
915	-8.348473775851573e-05
916	0.00027589258261692673
917	-0.0002374047084719999
918	1.2592783630582804e-06
919	0.00023081838325368642
920	-0.00026125357488726575
921	6.451727605499835e-05
922	0.00019115615840580025
923	-0.0002879303414995149
924	0.00014365204097793738
925	0.00011810491592886829
926	-0.00027418878444335215
927	0.0001918097573143096
928	5.818599261830926e-05
929	-0.0002625332255935253
930	0.0002471745246365453
931	-2.5813012856368278e-05
932	-0.00021259454930169785
933	0.00026483854031256193
934	-8.696094026694468e-05
935	-0.00016905210834498863
936	0.0002848377818829434
937	-0.00016219305846018606
938	-9.39355656351254e-05
939	0.0002649646276817186
940	-0.0002055064915074678
941	-3.332279047588149e-05
942	0.00024755804660007985
943	-0.0002548537415703739
944	4.939537408510386e-05
945	0.00019320747326406762
946	-0.0002663036408376007
947	0.00010795094279741901
948	0.00014631623607522237
949	-0.0002797606435391009
950	0.00017890623783523019
951	6.969267822407033e-05
952	-0.0002540114195609955
953	0.00021711462063894738
954	8.950743401958672e-06
955	-0.000231245366642846
956	0.00026033056764122875
957	-7.197346813231364e-05
958	-0.0001729497703773092
959	0.00026559179103183284
960	-0.00012748716306948404
961	-0.0001232515591905181
962	0.0002726814652067866
963	-0.00019383449615012482
964	-4.56707644985177e-05
965	0.0002413557563475388
966	-0.00022671939877613734
967	1.4652644624829625e-05
968	0.00021364516678204493
969	-0.00026374152037383913
970	9.32988538961399e-05
971	0.00015189370849029438
972	-0.0002628797961564122
973	0.00014536113564014852
974	9.993178924230794e-05
975	-0.0002638224296884206
976	0.0002068113207240041
977	2.1938833395587776e-05
978	-0.00022724713831104304
979	0.00023420677359839437
980	-3.7438691389626855e-05
981	-0.0001950340759737379
982	0.00026501639849564607
983	-0.00011335254652750093
984	-0.0001303229181078419
985	0.00025814872849287684
986	-0.00016159004618215844
987	-7.664207890892283e-05
988	0.0002531989932216816
989	-0.00021790000073708404
990	1.2331451200164878e-06
991	0.00021173791580778034
992	-0.00023968200558613373
993	5.916197515590249e-05
994	0.00017548063744726727
995	-0.00026431015008997194
996	0.00013192245413475023
997	0.00010831923687372458
998	-0.0002515898590813026
999	0.00017600595526112706
