k/pi	S(k)
0.5065960234635606	0.1615947697978674
0.5067024109387793	0.16167067474827734
0.5068087984139981	0.16174664527596702
0.5069151858892168	0.161822675884838
0.5070215733644355	0.16189876141974724
0.5071279608396542	0.16197489764574657
0.5072343483148729	0.16205108172569704
0.5073407357900916	0.16212731254357873
0.5074471232653104	0.16220359083759306
0.507553510740529	0.1622799191281785
0.5076598982157479	0.16235630144912333
0.5077662856909665	0.16243274291106918
0.5078726731661852	0.16250924914584686
0.507979060641404	0.16258582569313093
0.5080854481166227	0.16266247739691103
0.5081918355918413	0.16273920787880894
0.5082982230670602	0.16281601914636418
0.5084046105422788	0.16289291137973042
0.5085109980174976	0.16296988292036985
0.5086173854927163	0.1630469304630456
0.508723772967935	0.16312404943009992
0.5088301604431538	0.16320123448645135
0.5089365479183724	0.16327848013867519
0.5090429353935912	0.16335578135171433
0.5091493228688099	0.16343313411517518
0.5092557103440286	0.1635105358965372
0.5093620978192474	0.16358798593107338
0.5094684852944661	0.16366548531644062
0.5095748727696847	0.16374303690132794
0.5096812602449035	0.16382064498046334
0.5097876477201222	0.16389831482966818
0.5098940351953409	0.1639760521322008
0.5100004226705597	0.1640538623599424
0.5101068101457784	0.16413175017768633
0.510213197620997	0.16420971893655745
0.5103195850962158	0.16428777031248615
0.5104259725714345	0.16436590412987592
0.5105323600466533	0.1644441183899138
0.510638747521872	0.1645224095005996
0.5107451349970907	0.16460077268292128
0.5108515224723094	0.16467920250879356
0.5109579099475281	0.164757693510298
0.5110642974227468	0.16483624079430303
0.5111706848979656	0.16491484059346595
0.5112770723731842	0.16499349069263117
0.511383459848403	0.16507219068428755
0.5114898473236217	0.16515094202384561
0.5115962347988404	0.16522974787916261
0.5117026222740592	0.16530861279050388
0.5118090097492779	0.16538754217879648
0.5119153972244965	0.16546654175618283
0.5120217846997153	0.1655456169043661
0.512128172174934	0.16562477208910253
0.5122345596501527	0.16570401037594615
0.5123409471253715	0.16578333310062704
0.5124473346005902	0.165862739730641
0.5125537220758088	0.16594222793332825
0.5126601095510276	0.16602179384319604
0.5127664970262463	0.16610143249872028
0.5128728845014651	0.16618113840063803
0.5129792719766838	0.16626090612981267
0.5130856594519025	0.16634073095653423
0.5131920469271213	0.1664206093738437
0.5132984344023399	0.16650053949572274
0.5134048218775586	0.16658052127633122
0.5135112093527774	0.16666055652573808
0.5136175968279961	0.16674064872052985
0.5137239843032149	0.1668208026300202
0.5138303717784336	0.16690102379941524
0.5139367592536522	0.16698131794704818
0.514043146728871	0.16706169034219825
0.5141495342040897	0.1671421452324699
0.5142559216793084	0.1672226853838885
0.5143623091545272	0.16730331178472793
0.5144686966297459	0.16738402354582027
0.5145750841049646	0.16746481800854063
0.5146814715801833	0.16754569104840106
0.514787859055402	0.1676266375409273
0.5148942465306208	0.16770765193835815
0.5150006340058394	0.1677887288932466
0.5151070214810582	0.1678698638602997
0.5152134089562769	0.167951053609554
0.5153197964314956	0.16803229659450386
0.5154261839067144	0.16811359313406846
0.5155325713819331	0.1681949453883748
0.5156389588571517	0.16827635713109346
0.5157453463323705	0.16835783334300672
0.5158517338075892	0.1684393796722158
0.5159581212828079	0.16852100182030838
0.5160645087580267	0.16860270492232354
0.5161708962332454	0.1686844929893135
0.516277283708464	0.16876636847493304
0.5163836711836828	0.16884833201410993
0.5164900586589015	0.16893038236285807
0.5165964461341203	0.16901251654573526
0.516702833609339	0.16909473019495547
0.5168092210845577	0.1691770180435213
0.5169156085597764	0.16925937451809892
0.5170219960349951	0.16934179436583563
0.5171283835102138	0.1694242732461567
0.5172347709854326	0.16950680822179198
0.5173411584606513	0.16958939809481138
0.5174475459358701	0.16967204355054546
0.5175539334110887	0.16975474709323402
0.5176603208863074	0.16983751278055326
0.5177667083615262	0.16992034578630874
0.5178730958367449	0.17000325183956796
0.5179794833119636	0.1700862366021642
0.5180858707871823	0.1701693050534864
0.5181922582624011	0.17025246095049923
0.5182986457376197	0.1703357064228615
0.5184050332128385	0.1704190417477144
0.5185114206880572	0.17050246532944183
0.518617808163276	0.170585973886393
0.5187241956384946	0.17066956282428553
0.5188305831137134	0.17075322675476456
0.5189369705889321	0.17083696010208538
0.5190433580641508	0.17092075773071128
0.5191497455393695	0.17100461552450236
0.5192561330145883	0.17108853085336512
0.5193625204898069	0.17117250287575797
0.5194689079650257	0.17125653264360594
0.5195752954402444	0.17134062299780975
0.5196816829154631	0.1714247782659152
0.5197880703906819	0.17150900379536402
0.5198944578659006	0.17159330537370324
0.5200008453411192	0.17167768860019886
0.520107232816338	0.17176215827754335
0.5202136202915567	0.17184671789209732
0.5203200077667754	0.17193136923910068
0.5204263952419942	0.17201611223490448
0.5205327827172129	0.1721009449369628
0.5206391701924316	0.17218586376939618
0.5207455576676503	0.17227086392919233
0.520851945142869	0.17235593992845694
0.5209583326180878	0.1724410862124683
0.5210647200933064	0.17252629778536413
0.5211711075685252	0.17261157077437542
0.5212774950437439	0.17269690287001405
0.5213838825189626	0.17278229359353361
0.5214902699941814	0.1728677443621756
0.5215966574694001	0.17295325834465633
0.5217030449446187	0.17303884012306625
0.5218094324198375	0.17312449519825876
0.5219158198950563	0.17321022939357333
0.5220222073702749	0.17329604822268202
0.5221285948454937	0.17338195629142666
0.5222349823207124	0.17346795679992963
0.5223413697959312	0.17355405119994147
0.5224477572711498	0.1736402390455063
0.5225541447463686	0.17372651805324707
0.5226605322215873	0.17381288436626866
0.522766919696806	0.17389933299173835
0.5228733071720247	0.17398585836458008
0.5229796946472435	0.17407245497452736
0.5230860821224621	0.1741591179874556
0.5231924695976808	0.1742458437920286
0.5232988570728996	0.17433263041157993
0.5234052445481183	0.17441947773519217
0.5235116320233371	0.17450638754263964
0.5236180194985558	0.174593363320329
0.5237244069737744	0.17468040988835257
0.5238307944489932	0.174767532880065
0.5239371819242119	0.17485473813154112
0.5240435693994306	0.1749420310483033
0.5241499568746493	0.1750294160196178
0.5242563443498681	0.17511689594486496
0.5243627318250867	0.1752044719246412
0.5244691193003055	0.17529214315051214
0.5245755067755242	0.17537990700603667
0.524681894250743	0.17546775936765616
0.5247882817259616	0.1755556950725126
0.5248946692011804	0.17564370850121036
0.5250010566763991	0.175731794211435
0.5251074441516178	0.1758199475522516
0.5252138316268365	0.17590816519104374
0.5253202191020553	0.17599644549489984
0.5254266065772739	0.1760847887242696
0.5255329940524927	0.17617319701729978
0.5256393815277114	0.1762616741665211
0.5257457690029301	0.1763502252125105
0.5258521564781489	0.17643885589958458
0.5259585439533676	0.17652757205321115
0.5260649314285863	0.17661637894851046
0.526171318903805	0.17670528073929878
0.5262777063790237	0.17679428001086045
0.5263840938542425	0.17688337750626376
0.5264904813294612	0.17697257205608258
0.5265968688046799	0.17706186071975294
0.5267032562798987	0.1771512391228443
0.5268096437551173	0.17724070195297897
0.526916031230336	0.1773302435597562
0.5270224187055548	0.1774198585922174
0.5271288061807735	0.17750954260360627
0.5272351936559923	0.1775992925561189
0.527341581131211	0.1776891071703338
0.5274479686064296	0.17777898708020454
0.5275543560816484	0.17786893477652102
0.5276607435568671	0.1779589543451457
0.5277671310320858	0.17804905102864935
0.5278735185073045	0.17813923066006224
0.5279799059825233	0.17822949903099233
0.5280862934577419	0.1783198612642144
0.5281926809329607	0.1784103212600185
0.5282990684081794	0.17850088127750022
0.5284054558833982	0.17859154169727173
0.5285118433586168	0.17868230099184304
0.5286182308338356	0.17877315590698958
0.5287246183090543	0.17886410183417764
0.528831005784273	0.17895513333295557
0.5289373932594917	0.17904624474546302
0.5290437807347105	0.17913743083532196
0.5291501682099291	0.1792286873801682
0.5292565556851478	0.17932001165222666
0.5293629431603666	0.17941140273392
0.5294693306355853	0.17950286163329338
0.5295757181108041	0.1795943911866855
0.5296821055860228	0.1796859957591925
0.5297884930612414	0.1797776807759518
0.5298948805364602	0.17986945213604433
0.5300012680116789	0.17996131557388234
0.5301076554868976	0.1800532760384661
0.5302140429621163	0.18014533715946465
0.5303204304373351	0.18023750085887483
0.5304268179125537	0.1803297671514414
0.5305332053877725	0.18042213415600333
0.5306395928629912	0.18051459831650407
0.53074598033821	0.18060715480823333
0.5308523678134287	0.180699798084688
0.5309587552886474	0.18079252250439445
0.5310651427638662	0.18088532296846466
0.5311715302390848	0.18097819549851527
0.5312779177143035	0.18107113769079158
0.5313843051895223	0.1811641489964395
0.531490692664741	0.18125723079680653
0.5315970801399597	0.18135038626525354
0.5317034676151785	0.18144362003081305
0.5318098550903971	0.1815369376808572
0.5319162425656159	0.1816303451575069
0.5320226300408346	0.18172384811469017
0.5321290175160533	0.18181745130685495
0.532235404991272	0.18191115807690478
0.5323417924664907	0.18200497000013735
0.5324481799417095	0.18209888672351812
0.5325545674169282	0.1821929060181322
0.5326609548921469	0.18228702403918798
0.5327673423673657	0.18238123576475246
0.5328737298425843	0.18247553556500387
0.532980117317803	0.18256991783874446
0.5330865047930218	0.18266437764713658
0.5331928922682405	0.18275891127448549
0.5332992797434593	0.1828535166538699
0.533405667218678	0.18294819361074532
0.5335120546938966	0.18304294389743922
0.5336184421691154	0.18313777101426545
0.5337248296443341	0.1832326798378549
0.5338312171195528	0.18332767609671702
0.5339376045947715	0.18342276575264324
0.5340439920699903	0.1835179543560252
0.5341503795452089	0.183613246446549
0.5342567670204277	0.18370864506535298
0.5343631544956464	0.18380415143286027
0.5344695419708652	0.18389976482777
0.5345759294460838	0.18399548268079033
0.5346823169213026	0.1840913008728589
0.5347887043965214	0.1841872142047422
0.53489509187174	0.1842832169864509
0.5350014793469587	0.1843793036810372
0.5351078668221775	0.1844754695318462
0.5352142542973962	0.18457171110364282
0.5353206417726148	0.18466802667797497
0.5354270292478337	0.1847644164586644
0.5355334167230523	0.1848608825650209
0.5356398041982711	0.18495742881321836
0.5357461916734898	0.18505406030985208
0.5358525791487085	0.1851507829028167
0.5359589666239272	0.18524760254999265
0.5360653540991459	0.18534452467546855
0.5361717415743646	0.18544155358473333
0.5362781290495834	0.18553869200331327
0.5363845165248021	0.18563594078989834
0.5364909040000209	0.18573329885602563
0.5365972914752395	0.1858307633008892
0.5367036789504582	0.1859283297467882
0.536810066425677	0.18602599283799717
0.5369164539008957	0.1861237468480048
0.5370228413761144	0.1862215863280476
0.5371292288513332	0.1863195067251324
0.5372356163265518	0.18641750490136094
0.5373420038017706	0.1865155794969627
0.5374483912769893	0.18661373109674873
0.537554778752208	0.18671196218179958
0.5376611662274267	0.18681027687129684
0.5377675537026455	0.1869086804834251
0.5378739411778641	0.1870071789629872
0.5379803286530829	0.18710577824021518
0.5380867161283016	0.18720448359054584
0.5381931036035204	0.18730329906673562
0.538299491078739	0.1874022270658995
0.5384058785539577	0.1875012680797668
0.5385122660291765	0.18760042065523702
0.5386186535043952	0.1876996815702705
0.5387250409796139	0.18779904620543536
0.5388314284548327	0.187898509070095
0.5389378159300513	0.18799806442520736
0.53904420340527	0.18809770693388644
0.5391505908804888	0.18819743226777744
0.5392569783557075	0.1882972376020489
0.5393633658309263	0.18839712194451994
0.539469753306145	0.18849708626211448
0.5395761407813637	0.18859713339084908
0.5396825282565824	0.18869726773908
0.5397889157318011	0.18879749481683644
0.5398953032070198	0.1888978206431026
0.5400016906822386	0.18899825109671403
0.5401080781574573	0.18909879128248136
0.540214465632676	0.18919944498272567
0.5403208531078947	0.1893002142548774
0.5404272405831134	0.18940109921968346
0.5405336280583322	0.18950209806361684
0.5406400155335509	0.18960320725509108
0.5407464030087696	0.1897044219509063
0.5408527904839884	0.18980573654780436
0.540959177959207	0.18990714531852654
0.5410655654344257	0.19000864306155724
0.5411719529096445	0.19011022569327676
0.5412783403848632	0.19021189071661027
0.5413847278600818	0.19031363751448827
0.5414911153353007	0.19041546743551496
0.5415975028105193	0.19051738366238646
0.5417038902857381	0.19061939087741941
0.5418102777609568	0.19072149476214506
0.5419166652361755	0.19082370138634025
0.5420230527113942	0.19092601655376273
0.5421294401866129	0.1910284451772161
0.5422358276618316	0.19113099075199796
0.5423422151370504	0.19123365498567205
0.5424486026122691	0.19133643762572308
0.5425549900874879	0.19143933650375455
0.5426613775627065	0.19154234779174656
0.5427677650379252	0.19164546644173253
0.542874152513144	0.19174868676094403
0.5429805399883627	0.19185200305817135
0.5430869274635814	0.19195541029043822
0.5431933149388002	0.19205890463823788
0.5432997024140188	0.19216248394565683
0.5434060898892376	0.19226614797684288
0.5435124773644563	0.19236989846015867
0.543618864839675	0.1924737389152679
0.5437252523148937	0.19257767428203604
0.5438316397901125	0.19268171039233167
0.5439380272653312	0.19278585334295617
0.5440444147405499	0.19289010883912594
0.5441508022157686	0.192994481580972
0.5442571896909874	0.193098974761068
0.5443635771662061	0.1932035897284723
0.5444699646414247	0.19330832585653013
0.5445763521166436	0.193413180629195
0.5446827395918622	0.19351814993624666
0.5447891270670809	0.19362322854517872
0.5448955145422997	0.19372841069710728
0.5450019020175184	0.19383369076143148
0.545108289492737	0.19393906387635462
0.5452146769679559	0.19404452650494247
0.5453210644431745	0.19415007684465443
0.5454274519183933	0.19425571504543224
0.545533839393612	0.19436144321195564
0.5456402268688307	0.19446726518972737
0.5457466143440494	0.19457318615867508
0.5458530018192681	0.19467921207901961
0.5459593892944868	0.19478534905065956
0.5460657767697056	0.19489160265698074
0.5461721642449243	0.19499797736546925
0.5462785517201431	0.1951044760515673
0.5463849391953617	0.1952110996985128
0.5464913266705804	0.1953178473061888
0.5465977141457992	0.19542471601950145
0.5467041016210179	0.19553170146183324
0.5468104890962365	0.19563879823696634
0.5469168765714554	0.19574600054399874
0.547023264046674	0.19585330283728603
0.5471296515218927	0.1959607004584496
0.5472360389971115	0.19606819017053984
0.5473424264723302	0.19617577053525165
0.5474488139475489	0.1962834420914752
0.5475552014227677	0.19639120731516851
0.5476615888979864	0.19649907036524142
0.5477679763732051	0.19660703664305312
0.5478743638484238	0.19671511221456084
0.5479807513236425	0.19682330315870195
0.5480871387988613	0.19693161491406463
0.5481935262740799	0.19704005169635763
0.5482999137492987	0.1971486160506631
0.5484063012245174	0.19725730858853852
0.5485126886997361	0.19736612793866576
0.5486190761749549	0.19747507091706962
0.5487254636501736	0.19758413289750057
0.5488318511253922	0.19769330834191987
0.5489382386006111	0.197802591431781
0.5490446260758297	0.19791197673069622
0.5491510135510485	0.19802145980518066
0.5492574010262672	0.19813103773471002
0.5493637885014859	0.19824070945473932
0.5494701759767046	0.19835047589460866
0.5495765634519233	0.1984603398951729
0.549682950927142	0.19857030591479413
0.5497893384023608	0.19868037955674206
0.5498957258775795	0.1987905669695358
0.5500021133527982	0.1989008741869343
0.5501085008280169	0.19901130648030857
0.5502148883032356	0.1991218677953144
0.5503212757784544	0.1992325603347126
0.5504276632536731	0.1993433843340204
0.5505340507288917	0.19945433805455431
0.5506404382041106	0.19956541799487654
0.5507468256793292	0.19967661929727132
0.5508532131545479	0.19978793630443564
0.5509596006297667	0.19989936320484764
0.5510659881049854	0.20001089469541772
0.551172375580204	0.20012252658834598
0.5512787630554229	0.20023425629480526
0.5513851505306415	0.20034608313205238
0.5514915380058603	0.20045800842000325
0.551597925481079	0.20057003535629014
0.5517043129562977	0.20068216868377742
0.5518107004315165	0.20079441418700225
0.5519170879067351	0.20090677807335172
0.5520234753819538	0.20101926630729477
0.5521298628571726	0.2011318839710712
0.5522362503323913	0.2012446347230049
0.5523426378076101	0.2013575204128784
0.5524490252828287	0.2014705408973679
0.5525554127580474	0.20158369407571433
0.5526618002332662	0.2016969761420127
0.5527681877084849	0.20181038202618082
0.5528745751837036	0.20192390597494453
0.5529809626589224	0.202037542208607
0.5530873501341411	0.20215128558114184
0.5531937376093597	0.20226513217037156
0.5533001250845785	0.2023790797332415
0.5534065125597972	0.20249312797545516
0.553512900035016	0.20260727860594885
0.5536192875102347	0.20272153516967836
0.5537256749854534	0.20283590267759516
0.5538320624606721	0.20295038707413016
0.5539384499358908	0.20306499460153604
0.5540448374111095	0.2031797311308796
0.5541512248863283	0.20329460153398676
0.5542576123615469	0.20340960916567355
0.5543639998367658	0.20352475551347532
0.5544703873119844	0.20364004005389064
0.5545767747872031	0.2037554603309618
0.5546831622624219	0.20387101224862667
0.5547895497376406	0.20398669054459076
0.5548959372128592	0.20410248939345488
0.5550023246880781	0.20421840307232503
0.5551087121632967	0.2043344266154295
0.5552150996385155	0.2044505563853415
0.5553214871137342	0.2045667904975329
0.5554278745889529	0.2046831290513051
0.5555342620641716	0.2047995741414726
0.5556406495393903	0.20491612964942957
0.555747037014609	0.20503280083663056
0.5558534244898278	0.20514959378521946
0.5559598119650465	0.2052665147479076
0.5560661994402653	0.2053835694786032
0.5561725869154839	0.2055007626181553
0.5562789743907026	0.20561809720270371
0.5563853618659214	0.20573557434970374
0.5564917493411401	0.20585319315576606
0.5565981368163587	0.2059709508180929
0.5567045242915776	0.20608884296605146
0.5568109117667963	0.20620686416627154
0.5569172992420149	0.20632500854554478
0.5570236867172337	0.20644327046268113
0.5571300741924524	0.2065616451549241
0.5572364616676712	0.20668012928767054
0.5573428491428899	0.2067987213463477
0.5574492366181086	0.20691742182744044
0.5575556240933273	0.20703623320699216
0.557662011568546	0.20715515969044174
0.5577683990437647	0.20727420677104433
0.5578747865189835	0.20739338064578022
0.5579811739942021	0.2075126875532431
0.558087561469421	0.2076321331066952
0.5581939489446396	0.20775172169610753
0.5583003364198583	0.20787145602518328
0.5584067238950771	0.20799133683484217
0.5585131113702958	0.20811136284361187
0.5586194988455144	0.2082315309117242
0.5587258863207332	0.20835183641077498
0.5588322737959519	0.20847227375834787
0.5589386612711706	0.2085928370581671
0.5590450487463894	0.20871352077547228
0.5591514362216081	0.2088343203726572
0.5592578236968268	0.20895523283488138
0.5593642111720455	0.20907625702766644
0.5594705986472642	0.20919739384659364
0.559576986122483	0.20931864614273793
0.5596833735977017	0.2094400184318035
0.5597897610729204	0.20956151641912343
0.5598961485481391	0.20968314639292923
0.5600025360233578	0.2098049145530033
0.5601089234985765	0.20992682634885731
0.5602153109737953	0.2100488859006685
0.5603216984490139	0.21017109556706165
0.5604280859242328	0.2102934557074918
0.5605344733994515	0.21041596466577211
0.5606408608746701	0.21053861897643766
0.5607472483498889	0.21066141377138964
0.5608536358251076	0.21078434334187016
0.5609600233003263	0.21090740179355846
0.5610664107755451	0.21103058372271646
0.5611727982507637	0.21115388483817815
0.5612791857259825	0.21127730246075993
0.5613855732012012	0.21140083584458208
0.5614919606764199	0.21152448628479925
0.5615983481516387	0.21164825699968426
0.5617047356268573	0.21177215280005512
0.5618111231020761	0.21189617958258028
0.5619175105772948	0.21202034370263317
0.5620238980525135	0.21214465129644883
0.5621302855277323	0.21226910762716927
0.562236673002951	0.2123937165272006
0.5623430604781696	0.21251847999874596
0.5624494479533884	0.2126433980163943
0.5625558354286071	0.21276846855410603
0.5626622229038258	0.21289368783346316
0.5627686103790446	0.21301905076577912
0.5628749978542633	0.21314455153937817
0.5629813853294819	0.21327018428716482
0.5630877728047007	0.21339594376050736
0.5631941602799194	0.2135218259352756
0.5633005477551382	0.21364782848249803
0.5634069352303569	0.2137739510519579
0.5635133227055756	0.21390019533715224
0.5636197101807943	0.21402656491420416
0.563726097656013	0.21415306487261487
0.5638324851312317	0.2142797012785897
0.5639388726064505	0.2144064805301299
0.5640452600816691	0.2145334086752479
0.564151647556888	0.21466049076864904
0.5642580350321066	0.2147877303380253
0.5643644225073253	0.21491512901909296
0.5644708099825441	0.21504268639968777
0.5645771974577628	0.21517040009041197
0.5646835849329814	0.21529826601390173
0.5647899724082002	0.21542627888099147
0.5648963598834189	0.2155544328011953
0.5650027473586376	0.2156827219598211
0.5651091348338564	0.21581114128716622
0.5652155223090751	0.21593968704562566
0.5653219097842938	0.2160683572696926
0.5654282972595125	0.2161971520103852
0.5655346847347313	0.2163260733566305
0.56564107220995	0.21645512523146831
0.5657474596851687	0.2165843129853396
0.5658538471603874	0.21671364283142722
0.5659602346356062	0.2168431211853652
0.5660666221108248	0.2169727539824038
0.5661730095860436	0.21710254604740192
0.5662793970612623	0.2172325005874305
0.566385784536481	0.21736261886313038
0.5664921720116998	0.21749290007519495
0.5665985594869185	0.21762334147873585
0.5667049469621371	0.21775393871281265
0.5668113344373559	0.21788468630891977
0.5669177219125746	0.2180155783221756
0.5670241093877934	0.2181466090155317
0.5671304968630121	0.21827777352134864
0.5672368843382308	0.21840906840707736
0.5673432718134495	0.2185404920825833
0.5674496592886682	0.2186720450039033
0.5675560467638869	0.21880372965088365
0.5676624342391057	0.2189355502810496
0.5677688217143243	0.2190675124867827
0.5678752091895432	0.21919962260482184
0.5679815966647618	0.21933188704316653
0.5680879841399805	0.21946431159997054
0.5681943716151993	0.219596900849569
0.568300759090418	0.21972965766359331
0.5684071465656366	0.2198625829204312
0.5685135340408554	0.21999567543472004
0.5686199215160741	0.22012893211548423
0.5687263089912928	0.22026234833475733
0.5688326964665116	0.2203959184665607
0.5689390839417303	0.22052963653651925
0.569045471416949	0.22066349691029413
0.5691518588921677	0.2207974949446969
0.5692582463673865	0.22093162752963436
0.5693646338426052	0.22106589346066494
0.5694710213178239	0.2212002936010819
0.5695774087930426	0.22133483081541877
0.5696837962682614	0.22146950968169152
0.56979018374348	0.22160433601404642
0.5698965712186987	0.22173931624860416
0.5700029586939175	0.22187445676021705
0.5701093461691362	0.22200976318591092
0.570215733644355	0.22214523982952467
0.5703221211195737	0.2222808892137132
0.5704285085947923	0.22241671182872663
0.5705348960700111	0.22255270610586125
0.5706412835452298	0.22268886861874174
0.5707476710204485	0.22282519449005056
0.5708540584956672	0.22296167795902988
0.570960445970886	0.2230983130468709
0.5710668334461046	0.22323509424664445
0.5711732209213234	0.22337201716129162
0.5712796083965421	0.22350907901925715
0.5713859958717609	0.22364627901059025
0.5714923833469795	0.22378361840625188
0.5715987708221983	0.22392110044758642
0.571705158297417	0.2240587300175962
0.5718115457726357	0.22419651313086497
0.5719179332478544	0.22433445629797671
0.5720243207230732	0.22447256583498781
0.5721307081982918	0.22461084719406824
0.5722370956735106	0.22474930438952379
0.5723434831487293	0.22488793958255382
0.572449870623948	0.22502675287091523
0.5725562580991668	0.22516574230662417
0.5726626455743855	0.22530490414000012
0.5727690330496041	0.2254442332630986
0.5728754205248229	0.22558372380359804
0.5729818080000416	0.2257233698034461
0.5730881954752604	0.22586316590743988
0.573194582950479	0.22600310798528245
0.5733009704256978	0.22614319361869667
0.5734073579009165	0.22628342239931076
0.5735137453761352	0.22642379600454024
0.5736201328513539	0.22656431804276617
0.5737265203265727	0.2267049936850163
0.5738329078017914	0.22684582912385912
0.5739392952770102	0.226986830918827
0.5740456827522288	0.22712800530135258
0.5741520702274475	0.22726935751548144
0.5742584577026663	0.227410891267728
0.574364845177885	0.227552608346678
0.5744712326531036	0.227694508454571
0.5745776201283224	0.22783658926959893
0.5746840076035412	0.22797884673214264
0.5747903950787598	0.2281212755232565
0.5748967825539786	0.22826386968277101
0.5750031700291973	0.22840662329852301
0.5751095575044161	0.22854953119066596
0.5752159449796347	0.22869258951530208
0.5753223324548535	0.22883579622064099
0.5754287199300722	0.22897915130531638
0.5755351074052909	0.22912265684991312
0.5756414948805096	0.22926631681848736
0.5757478823557284	0.2294101366516712
0.575854269830947	0.2295541226963707
0.5759606573061657	0.22969828153496896
0.5760670447813845	0.22984261928835611
0.5761734322566032	0.229987140969673
0.576279819731822	0.2301318499602934
0.5763862072070407	0.23027674766616604
0.5764925946822593	0.2304218333923599
0.5765989821574781	0.23056710445012363
0.5767053696326968	0.23071255648431743
0.5768117571079155	0.2308581839854431
0.5769181445831342	0.2310039809294665
0.577024532058353	0.23114994147505008
0.5771309195335717	0.23129606064066044
0.5772373070087904	0.23144233488707688
0.5773436944840091	0.23158876254066038
0.5774500819592279	0.23173534401048784
0.5775564694344465	0.2318820817753115
0.5776628569096653	0.23202898014161963
0.577769244384884	0.2321760447996275
0.5778756318601027	0.2323232822259611
0.5779820193353215	0.2324706989991166
0.5780884068105402	0.23261830110357962
0.5781947942857588	0.23276609329916276
0.5783011817609776	0.2329140786256922
0.5784075692361964	0.23306225809763298
0.578513956711415	0.23321063062260144
0.5786203441866338	0.23335919315289894
0.5787267316618525	0.23350794105338185
0.5788331191370713	0.2336568686450221
0.5789395066122899	0.23380596986417332
0.5790458940875086	0.23395523896473042
0.5791522815627274	0.23410467118551748
0.5792586690379461	0.23425426330889917
0.5793650565131648	0.23440401404921124
0.5794714439883836	0.23455392422754692
0.5795778314636022	0.2347039967137053
0.5796842189388209	0.23485423614161383
0.5797906064140397	0.23500464842953545
0.5798969938892584	0.23515524015802589
0.5800033813644772	0.2353060178744809
0.5801097688396959	0.23545698740099935
0.5802161563149145	0.23560815322220216
0.5803225437901333	0.23575951802082531
0.580428931265352	0.23591108241210196
0.5805353187405707	0.23606284490706028
0.5806417062157894	0.23621480210832857
0.5807480936910082	0.23636694911704176
0.5808544811662268	0.23651928010615011
0.5809608686414456	0.23667178899648872
0.5810672561166643	0.23682447016115535
0.5811736435918831	0.23697731908008757
0.5812800310671017	0.23713033287263716
0.5813864185423205	0.23728351064899458
0.5814928060175392	0.23743685364173617
0.5815991934927579	0.2375903651025023
0.5817055809679766	0.23774404997569396
0.5818119684431954	0.23789791438453683
0.581918355918414	0.23805196498672782
0.5820247433936327	0.2382062082706659
0.5821311308688516	0.23836064987009456
0.5822375183440702	0.23851529397303925
0.582343905819289	0.23867014289024002
0.5824502932945077	0.2388251968311813
0.5825566807697264	0.2389804539122791
0.5826630682449451	0.23913591039658993
0.5827694557201638	0.23929156113860645
0.5828758431953825	0.2394474001849293
0.5829822306706013	0.23960342146476948
0.58308861814582	0.2397596194934291
